Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update,Downlink Tone,Coverage,Links,Notes,Nets,Features,AllStar,Web links,Affiliate,EchoLink,IRLP,Commands,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Location Photo,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,On-air,P25 Digital Enabled,NAC,Default Reflector,DMR Enabled,Color Code,Wide Network,D-STAR Enabled,Node,Sources,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,WIRES-X
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,24.1,NW,,449.4,444.4,91.5,Boulder,Off-Air,BARC,CCARC,,,,,,,2,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,24.2,NW,,446.8625,441.8625,,Boulder,On-Air,Boulder County ARES,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,24.2,NW,,1299.5,1279.5,,Boulder,On-Air,Boulder County ARES,CCARC,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,24.2,NW,,446.8,441.8,,Boulder,On-Air,Rocky Mountain Ham Radio,CCARC,,,Wide area.,Full-time to the  Colorado TRBO System .,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,24.2,NNW,,1283.8625,1263.8625,,Boulder,On-Air,Boulder County ARES,CCARC,,,20,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,24.2,NNW,,145.3875,144.7875,,Boulder,On-Air,Boulder County ARES,CCARC,,,20,,,,E-power.,,http://bouldercountyares.org/technical/d-star,,,,,,,,,,,,,,,,,,,,,,,,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,24.8,SW,,147.12,147.72,88.5,Jefferson,On-Air,Aurora Repeater Association,CCARC,,88.5,Denver metro and east.,,,,E-power.,,http://www.n0ara.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,24.9,SW,,53.05,51.35,107.2,Jefferson,Off-Air,Colorado Repeater Association (CRA),CCARC,,107.2,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,25.3,WNW,,449.225,444.225,141.3,Gilpin,On-Air,Rocky Mountain Ham Radio (RMHR),CCARC,,141.3,Wide area.,,"Emcomm Affiliated, Open repeater",,Emergency Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,25.3,WNW,,145.31,144.71,88.5,Gilpin,On-Air,Colorado Connection,CCARC,,123,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Full-time to the  Colorado Connection System .,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX","Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,25.7,NNW,,146.73,146.13,91.5,Boulder,Off-Air,BARC,CCARC,,91.5,Local,,,,12,,http://www.ked-wireless.com/products1.htm,,115482,,,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,25.7,NNE,,224.96,223.36,CSQ,Weld,On-Air,AC0KC,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,100,KI0HC,Parker,CO,OPEN,,26.3,SE,,927.8375,902.025,,Douglas,On-Air,,CCARC,,,This repeater is east of parker so it covers up in the foothills. You can hilltop into Wyoming &amp; on I-80 west to MM323 The Abraham Lincoln Monument. South I-25 to Fountain MM125. The hills are your friends in the 900 world!,,"Offset is -25.8125 
In Nac 294 Out Nac 293",,,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,26.4,W,,449,444,136.5,Clear Creek,On-Air,CARN,CCARC,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,26.7,W,,147.3,147.9,103.5,Clear Creek,On-Air,Denver PD EEB,CCARC,,103.5,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,26.8,W,,448.675,443.675,100,Denver,On-Air,W0CFI,CCARC,,100,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,27,W,,447.575,442.575,107.2,Clear Creek,On-Air,Colorado Repeater Association (CRA),CCARC,,107.2,Wide area: Denver metro.,,,,,,http://www.w0cra.org,,347088,3291,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,27,W,,146.94,146.34,103.5,Clear Creek,On-Air,Rocky Mtn Radio League,CCARC,,103.5,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.","Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",11,,Repeater,,,,Autopatch: 911* / Off 0*.,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,27,W,,145.49,144.89,100,Jefferson,On-Air,"KB0VIU,  Denver Radio Club",CCARC,,100,,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",,DRC: Sun at 20:30.,E-power.,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,27,W,,449.45,444.45,103.5,Clear Creek,On-Air,Rocky Mountain Radio League,CCARC,,127.3,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",,,RMRL: Mon at 20:30.,11,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,27,W,,146.67,146.07,100,Clear Creek,On-Air,Castle Rock Repeater Group,CCARC,,100,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,27,W,,446.9375,441.9375,,Clear Creek,On-Air,Rocky Mountain Ham Radio,CCARC,,,,Full-time to the  Colorado TRBO System .,See the website for programming information.,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,7,,,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,2,2,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,27,W,,145.145,144.545,107.2,Clear Creek,On-Air,Colorado Repeater Assoc,CCARC,,107.2,Wide area. Denver metro.,,,,E-power.,,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,27,W,,449.35,444.35,100,Clear Creek,On-Air,Denver Radio Club,CCARC,,100,Wide area.,,,,11,,DRC Repeaters,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,27,W,,448.225,443.225,141.3,Clear Creek,On-Air,Rocky Mountain Ham Radio,CCARC,,141.3,,,,,E-power(gen).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,27.8,W,,449.05,444.05,107.2,Denver,On-Air,WG0N,CCARC,,107.2,Wide area.,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,29.2,SE,,446.85,441.85,,Douglas,On-Air,Parker Radio Association,CCARC,,,,,,,D-Star B module,,http://parkerradio.org,,,,,,,,,,,,,,,,,,,,,,,,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,29.8,WNW,,224.6,223,100,Gilpin,,W0RM,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,30,NW,,447.975,442.975,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),CCARC,,107.2,Wide area: Boulder/Longmont area.,,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,30,NW,,445.05,440.05,,Boulder,On-Air,Rocky Mountain Ham Radio,CCARC,,,Wide area,,,,The DMR-MARC Worldwide Network,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,1,1,,,2,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,30,NW,,224.02,222.42,,Boulder,On-Air,Rocky Mtn VHF Soc,CCARC,,,Denver metro area.,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,,8,,RMVHS repeaters,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,30,NW,,446.9875,441.9875,,Boulder,On-Air,Rocky Mountain Ham Radio,,,,,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,30,NW,,145.46,144.86,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),CCARC,,107.2,Boulder/Denver Metro,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,"Closed autopatch, e-power.",,,CRA VHF Link System,347086,3990,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,30,NW,,447.75,442.75,141.3,Boulder,On-Air,Rocky Mountain Ham Radio,CCARC,,141.3,,,,,,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,30.1,N,,448.8,443.8,88.5,Boulder,On-Air,Longmont ARC,CCARC,,88.5,,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,LARC: Sun at 20:00.,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,30.1,N,,448.525,443.525,151.4,Boulder,On-Air,N0EPA,CCARC,,,,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,30.1,N,,147.27,147.87,100,Boulder,On-Air,Longmont ARC (LARC),CCARC,,100,Wide area: Northern Colorado.,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,,"Closed autopatch, e-power, EchoLink.",,http://w0eno.org/?q=node/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,31.6,NW,,146.91,147.51,123,Boulder,On-Air,,,,127.3,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,There is a MOU With BCARES for repeater use.,"Summer Tue at 19:30P, Winter 19:00.",,,http://goldhilltown.com/,"Town of Gold Hill, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,33.4,SSW,,446.925,441.925,,Douglas,On-Air,,CCARC,,,,Full-time to the  Colorado TRBO System .,See the website for programming info.,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,7,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,2,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,33.4,SSW,,447.525,442.525,146.2,Douglas,On-Air,EmComm Colorado,CCARC,,146.2,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,34.5,SW,,146.895,146.295,100,Park,On-Air,AB0RR,CCARC,,100,285,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",,Wed at 19:30.,25,45835,Park County Radio Club (PCRC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,39,S,,147.225,147.825,107.2,Douglas,On-Air,Colorado Repeater Association (CRA),CCARC,,107.2,Wide area,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",,"CRA Net, Sunday 9AM",Closed autopatch,,Colorado Repeater Association,CRA VHF Link System,347086,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,39,S,,448.425,443.425,107.2,Douglas,On-Air,Colorado Repeater Association (CRA),,,107.2,Wide area,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,,,,http://www.w0cra.org,ARESDEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,39.1,S,,449.975,444.975,100,Douglas,On-Air,K0JSC,CCARC,,100,,Full-time to the  The Fun Machine System .,"Can be linked to Allstar, Echolink and others by a Sysop",,Simulcast and Voted with Cedarwood and Methodist.,,The Fun Machine,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,39.2,NW,,147.03,147.63,100,Boulder,On-Air,KI0HG,CCARC,,,,,,,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,41.6,SSW,,446.875,441.875,,Douglas,On-Air,W0VG,CCARC,,,,Full-time to the  Colorado TRBO System .,,,,,http://www.rmham.org,RMHAM,,,,,,,,,,,,,,,,,,,,6,,,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,2,2,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,41.8,S,,145.19,144.59,131.8,Douglas,On-Air,N0OBA Owner,,,131.8,Wide area coverage at 8300' Pueblo to Ft. Collins+,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,42.3,WNW,,147.285,147.885,88.5,Grand,On-Air,Colorado Connection,CCARC,,123,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,45,WNW,,447.45,442.45,103.5,Grand,On-Air,W0IG,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,45.2,S,,447.725,442.725,100,El Paso,On-Air,K0NR,CCARC,,100,Local.,,,,30,,http://www.k0nr.com/wordpress/k0nr-repeater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,45.7,N,,224.32,222.72,100,Larimer,Off-Air,KN6VV,CCARC,,100,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,45.7,N,,449.575,444.575,100,Larimer,On-Air,Loveland Rptr Assoc,CCARC,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,46.1,N,,147.195,147.795,100,Larimer,On-Air,Loveland Repeater Assoc,CCARC,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,48.4,NNE,,146.85,146.25,100,Weld,On-Air,Northern Colorado ARC,CCARC,,100,,,,,"E-power, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,48.4,NNE,,449.725,444.725,127.3,Weld,On-Air,K0OJ,CCARC,,,,,,,"Autopatch, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,48.7,N,,448.025,443.025,100,Larimer,On-Air,Northern Colorado ARC,CCARC,,100,,,,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,49.3,NNW,,146.685,146.085,123,Larimer,On-Air,Estes Valley ARC,CCARC,,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,E-power.,,,,625757,7268,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,49.5,NNE,,448.475,443.475,100,Weld,On-Air,Weld Amateur Radio Society (WARS),CCARC,,,,,,,,,http://www.warsco.org/,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,49.5,NNE,,449.325,444.325,,Weld,On-Air,Colorado Amateur Repeater Network (CARN),CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,49.5,NNE,,147,147.6,100,Weld,On-Air,Weld ARS,CCARC,,100,,,,,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,,,,3839,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,51.6,S,,447.675,442.675,179.9,Teller,On-Air,Mountain Amateur Radio Club (MARC),CCARC,,179.9,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,51.6,S,,449.025,444.025,141.3,Teller,,Mountain Amateur Radio Club (MARC),CCARC,,,,,,,Linked.,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,51.6,S,,927.9,902.9,D205,Teller,On-Air,MARC,CCARC,,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,51.6,S,,449.325,444.325,103.5,Teller,On-Air,KA4EPS,CCARC,,103.5,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",,Node # 27976,"Sunday 1500 MST
Tuesday 1730 MST",E-power. Allstar Node 27976,27976,,Amateur Radio Motorcycle Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,51.6,S,,448.65,443.65,107.2,Teller,On-Air,Mountain ARC (MARC),CCARC,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,MARC/PCRC: Tue at 19:30.,E-power.,,,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,51.6,S,,145.415,144.815,179.9,Teller,,MARC,CCARC,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,51.6,S,,146.82,146.22,107.2,Teller,On-Air,Mountain ARC,CCARC,,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 19:30.,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,52.2,SSE,,447.625,442.625,100,El Paso,On-Air,KD0MDP,,,100,,Full-time to the  The Fun Machine System .,,,Linked.,28299,,The Fun Machine,363976,7301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,52.3,NNW,,449.8,444.8,123,Larimer,On-Air,Estes Valley ARC,CCARC,,,,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,E-Power,,,,625757,7268,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
