Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update,Links,Commands,Nets,Web links,Feed,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,Denver Regional,Northern Colorado,Notes,EchoLink,IRLP,Affiliate,AllStar,On-air,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,D-STAR Enabled,Node,Sources,Worldwide,North America,Local/Cluster,YSF Digital Enabled,DG-ID,Grid,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,WIRES-X,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Location Photo,Wyoming,WyLOCAL
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,101,SE,,449.25,444.25,123,123,Elbert,On-Air,"I-70 Limon, Co area.",K0UPS Club c/o N1UPS,Full duplex node.,CCARC,,,** [StarStar] Prefix for Echolink Node.,,,,,,,,,,,,,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",3349,3349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,E,102.1,NNE,,449.3,444.3,131.8,,Laramie,On-Air,,WU7G,,,,,,,,,,,,,,,,,,,140284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,102.3,E,,448.2,443.2,,,Morgan,On-Air,,,Mixed Mode,CCARC,,Full-time to the  Colorado TRBO System .,,,Rocky Mountain Ham Radio,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,,NEAHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,103,NNE,,146.775,146.175,114.8,,Laramie,On-Air,,Shy-Wy Amateur Radio Club,"E-power, WX.",WRCG,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,,N7EMA,Cheyenne,WY,OPEN,,103,NNE,,447.025,442.025,,,Laramie,,,,,WRCG,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,151.4,KC7DHF,Cheyenne,WY,OPEN,,104,NNE,,448.95,443.95,151.4,,Laramie,On-Air,Local,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,104,NNE,,147.105,147.705,114.8,,Laramie,On-Air,,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,104,NNE,,449.9,444.9,100,100,Laramie,On-Air,From 5 miles to 25 miles,N7JJY,,,,,,,,,,,,,,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,104,NNE,,145.235,144.635,114.8,,Laramie,On-Air,Local: Cheyenne.,N7GT,,WRCG,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,104.2,N,,447.225,442.225,,,Albany,On-Air,Wide area.,Laramie County EM,,WRCG,,,,,,,,11,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,106.8,N,,146.82,146.22,114.8,,Albany,On-Air,Wide area.,Shy-Wy Amateur Radio Club,,WRCG,,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,107.1,N,,146.61,146.01,,,Albany,On-Air,Laramie Valley  30 mi radius.,University ARC,,WRCG,,,,,http://www.uwyo.edu/uarc,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,107.1,N,,53.03,52.03,,,Albany,Off-Air,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,K7UWR,8,,,,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,W0VTL,Gunnison,CO,OPEN,,109.3,SW,,147.12,147.72,,,Gunnison,On-Air,,W0VTL,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,K5GF,Gunnison,CO,OPEN,,109.3,SW,,449.95,444.95,,,Gunnison,,,K5GF,,CCARC,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.26,-1.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,111,SSE,,224.26,222.66,88.5,CSQ,Pueblo,Off-Air,Wide area.,Pueblo Ham Club,E-power.,CCARC,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,88.5,ND0Q,"Pueblo, Baculite Mesa",CO,OPEN,,111,SSE,,146.79,146.19,88.5,CSQ,Pueblo,On-Air,Wide area.,Pueblo HC,E-power.,CCARC,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,111,SSE,,447.95,442.95,88.5,,Pueblo,On-Air,Wide area.,Pueblo Ham Club,E-power.,CCARC,,,,,Pueblo Ham Club,,,,,,,,,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,111.9,SSE,,448.975,443.975,100,100,Pueblo,On-Air,,,,CCARC,,Full-time to the  The Fun Machine System .,,,http://www.k0jsc.com,Listen Live,,,,,,,,,,Off air.  Will return to service,363976,7301,,28368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,113,S,,147.06,147.66,77,77,Custer,On-Air,,http://www.qsl.net/rghc,E-power,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,113,S,,448.15,443.15,103.5,103.5,Custer,On-Air,,Royal George ARC,E-power.,CCARC,,,,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,113,S,,448.325,443.325,100,100,Custer,On-Air,,,,,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,113,S,,919.1,894.1,88.5,CSQ,Pueblo,Off-Air,Wide area.,Pueblo HC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,113,S,,927.775,902.775,D116,D116,Custer,On-Air,,Royal Gorge Amateur Radio Club,,CCARC,,,,,,,,,,,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,113.8,WNW,,145.265,144.665,107.2,,Moffat,,,NW Colorado ARC,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,113.8,WNW,,146.97,146.37,88.5,123,Moffat,On-Air,,Northwest Colorado Amateur Radio Association,,CCARC,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,114.4,SSE,,147,147.6,,,Pueblo,On-Air,,Carl Higbee,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,115.9,W,,146.76,146.16,107.2,,Garfield,Off-Air,"New Castle, Silt, Rifle and Rulison and areas around Parachute.","N0SWE,  Roaring Fork Amateur Repeater Cooperative",E-power.,CCARC,,,,,,,,,,,,,,,,,243117,,,,,,,,,,,,,,,,,DM69cl,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,117.9,SSE,,449.725,444.725,100,,El Paso,On-Air,,N0PWZ,,CCARC,,,,,,,,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,117.9,SSE,,145.115,144.515,88.5,,Pueblo,Off-Air,,Pueblo Ham Club,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,117.9,SSE,,447.7,442.7,210.7,210.7,Pueblo,Off-Air,,,,CCARC,,,,,,,,0,,,,,,,,,,7389,,29228,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,117.9,SSE,,146.655,146.055,123,CSQ,Pueblo,On-Air,,K0ST,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,117.9,SSE,,146.88,146.28,88.5,CSQ,Pueblo,On-Air,Wide area.,Pueblo HC,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC8,K0RTS,"Genoa, Limon",CO,OPEN,,118.3,SE,,446.7375,441.7375,,,Lincoln,On-Air,"I-70  H-40  H-287  Arriba, Genoa, Hugo, Limon        50 mile radius",K0RTS KC0VJD,,CCARC,,,,,,,,8,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,2,,"Colorado on TG700 Slot 1
Denver on TG720 Slot 2",,,RMHam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,EIA,119.1,SE,,147.06,147.66,103.5,,Lincoln,On-Air,"I-70, US-71, US-287, US-40, US-24",BSARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",CCARC,,,,Big Sandy Net: Wed 19:00,http://www.bigsandyradio.com/,,,,,,,,,,,,791116,3794,,42740,,,,,Yes; analog capable.,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,119.3,SSE,,446.9875,441.9875,,,Pueblo,Off-Air,,,,CCARC,,Full-time to the  Colorado TRBO System .,,,Rocky Mountain Ham Radio,,,6,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,119.3,SSE,,447.275,442.275,100,100,Pueblo,On-Air,,,,CCARC,,Full-time to the  The Fun Machine System .,,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",The Fun Machine,Listen Live,,,,,,,,,,"Moved to Pueblo.  Now called ""Pueblo Metro""",,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,119.3,SSE,,147.24,147.84,103.5,CSQ,Pueblo,Off-Air,Pueblo and Fremont Counties,TARA,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N1FSX,Punkin Center,CO,OPEN,,120.8,SE,,449.9,444.9,107.2,,Lincoln,On-Air,,,,CCARC,,,,,,,,,,,,,,,,,,,BSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,121.5,SSE,,449.625,444.625,107.2,,Custer,On-Air,,,E-power.,CCARC,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,121.5,SSE,,224.32,222.72,88.5,,Custer,Off-Air,,Pueblo Ham Club,11,CCARC,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,121.5,SSE,,447.175,442.175,88.5,,Pueblo,Off-Air,Wide area: Southeast Colorado.,Pueblo HC,11,CCARC,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,121.9,WSW,,147.33,147.93,107.2,,Delta,On-Air,Wide area.,North Fork Repeater Assoc.,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,129.6,WSW,,449.5,444.5,107.2,,Mesa,Off-Air,,Grand Mesa Repeater Association (GMRA),E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,88.5,KB0VJJ,Akron,CO,OPEN,,130.7,E,,145.4,144.6,88.5,123,Washington,On-Air,Northeastern plains of Colorado.,Colorado Connection,,CCARC,,Full-time to the  Colorado Connection System .,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,Part of the Colorado Connection system of repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,130.7,E,,448.175,443.175,,,Morgan,On-Air,,W0FT,,CCARC,,,,,http://www.rmham.org/,,,7,,,,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,130.9,W,,449.8,444.8,107.2,,Garfield,On-Air,,,8,CCARC,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,132.3,WSW,,145.355,144.755,88.5,123,Mesa,On-Air,"Rifle to the east, several miles east of Green River, Utah to the west.",Colorado Connection,E-power.,CCARC,,Full-time to the  Colorado Connection System .,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,Colorado Connection system of repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,132.4,WSW,,449.65,444.65,151.4,151.4,Mesa,On-Air,Wide area coverage,Keri Washburn,NWS weather alert system.,CCARC,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",11,,,,,,,,,,,,,,,8162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,134.4,SSE,,449.975,444.975,100,100,Pueblo,On-Air,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map",K0JSC,2,CCARC,,"Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",K0JSC dot Com,Listen Live,,,,,,,,,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,363976,7301,,28368,,,,,,,,,,,,,,DM78SA18,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,136.1,WSW,,447.35,442.35,107.2,,Delta,,,Grand Mesa Repeater Assoc (GMRA),,CCARC,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,136.6,WSW,,147.36,147.96,100,,Delta,,,W0ALC,,CCARC,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,136.6,WSW,,449.825,444.825,100,,Delta,,,W0ALC,,CCARC,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,136.6,WSW,,147.195,147.795,107.2,,Delta,,Local.,,,,,,,,,,,,,,,,,,,,,,Colorado District 25 ARES,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,100,N7GCR,"Rawlins, Elk Mountain",WY,OPEN,,137.3,NNW,,147.24,147.84,100,,Carbon,On-Air,Wide area.,CCARS,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,139.5,NE,,147.165,147.765,114.8,,Laramie,On-Air,,Shy-Wy Amateur Radio Club,E-power.,WRCG,,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,140.9,E,,145.295,144.695,,,Logan,Off-Air,Wide area,NECARA,"Autopatch, e-power.",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,141.5,S,,146.64,146.04,77,77,Rio Grande,On-Air,Low level local coverage,,,,,,,,,,,,,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,141.7,S,,447.1,442.1,77,,Saguache,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,145.3,SW,,448.65,443.65,,151.4,Montrose,On-Air,Wide area.,KB0YNA,,,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,145.3,SW,,447.2,442.2,107.2,107.2,Montrose,On-Air,Delta/Montrose,,9,CCARC,,Full-time to the  GMRA Open System .,,RACES Net Wed at 1930 Hrs.,GMRA Repeaters,,,,,,,,,,,Closed IRLP out - Ask for a control op,,3710,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,146.4,WSW,,446.9125,441.9125,,,Mesa,On-Air,"Grand Junction, I70",Bill Frost,,,,,,,,,,1,,,,,,,,Brandmeister network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,148.6,WSW,,449.3,444.3,107.2,107.2,Mesa,On-Air,Wide Area I-70 West Rifle to Western Utah,,e-power Linked to GMRA Open System,CCARC,,,,RACES Wed 1930 hrs,http://www.gmra.org/,,,,,,,,,,,Closed IRLP out,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,149.7,SSW,,146.925,146.325,,,Mineral,Off-Air,,Creede ARC,,CCARC,,,,,,,,,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,149.8,SW,,146.91,146.31,107.2,107.2,Montrose,On-Air,,,E-Power,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,149.8,SW,,146.79,146.19,107.2,107.2,Montrose,On-Air,,KC0UXX,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,150.4,SW,,147.135,146.535,123,,Hinsdale,On-Air,,,E-power (solar),CCARC,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,151.5,SSE,,146.73,146.13,88.5,,Huerfano,On-Air,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",Pueblo Ham Club,6,CCARC,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,154.4,NE,,147,146.4,103.5,,Banner,On-Air,,Tri-City Radio Amateur Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,156.5,SSW,,449.525,444.525,100,100,Mineral,On-Air,,N0PKT,,,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,The Fun Machine,43265,,,,,,,,,,,,,,DM67lt,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,159.8,SSE,,145.355,144.755,100,,Huerfano,On-Air,,N0JPX,"E-power, linked.",CCARC,,,,,,,,,,,,,,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,160.8,WSW,,145.175,144.575,107.2,,Mesa,On-Air,Greater grand Junction area.,,"E-power,",CCARC,,,Standard IRLP node commands.,,,,,,,,,,,,,,,3161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,162,NNE,,224.68,223.08,,,Platte,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,162,NNE,,146.88,146.28,100,100,Platte,On-Air,,GPARA,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,162,NNE,,449.625,444.625,151.4,,Platte,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,163,SW,,147.27,147.87,127.3,,Ouray,On-Air,,,,CCARC,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KC7OZU,Rawlins,WY,OPEN,,163.3,NNW,,146.76,146.16,100,,Carbon,On-Air,Wide area.,CCARS,,,,,,Sunday nite net 2030 local time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,100,KD7BN,Rawlins,WY,OPEN,,163.3,NNW,,147.39,147.99,100,,Carbon,On-Air,Wide area.,HERC,E-power.,,,"Full-time to  
        146.80500 (W7BEQ) at Shoshoni, Copper Mtn, WY .
 


Full-time to  
        146.94000 (W7VNJ) at Casper, Casper Mountain, WY .",,,,,,,,,,,,,,,,,N7ZEF (EchoLink).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
